OBJECTID,StaType,StnType,ZipCode,State,City,Address,Station Name,lon,lat,Code
975,Station Building (with waiting room),TRAIN,64093,MO,Warrensburg,100 South Holden Street,Warrensburg,-93.7409,38.76275,WAR
976,Station Building (with waiting room),TRAIN,20002,DC,Washington,50 Massachusetts Avenue NE,Union Station,-77.006422,38.896993,WAS
978,Station Building (with waiting room),TRAIN,23185,VA,Williamsburg,468 North Boundary Street,"Williamsburg, VA",-76.708564,37.276414,WBG
982,Platform with Shelter,TRAIN,22194,VA,Woodbridge,1040 Express Way,"Woodbridge, VA",-77.247852,38.658915,WDB
983,Station Building (with waiting room),TRAIN,53965,WI,Wisconsin Dells,100 LaCrosse Street,"Woodlawn, MD",-89.777451,43.626509,WDL
988,Station Building (with waiting room),TRAIN,4090,ME,Wells,696 Sanford Road,"Wemyss Bay, Scotland",-70.612192,43.320836,WEM
989,Platform with Shelter,TRAIN,98801,WA,Wenatchee,1 Kittitas Street,Wenatchee,-120.306552,47.421556,WEN
991,Platform with Shelter,TRAIN,6492,CT,Wallingford,343 North Cherry St.  ,"Wallingford, CT",-72.825221,41.456969,WFD
992,Station Building (with waiting room),TRAIN,59937,MT,Whitefish,500 Depot Street,Whitefish,-114.335575,48.413474,WFH
994,Platform only (no shelter),TRAIN,59936,MT,West Glacier,12544 US Highway 2 East,"West Glacier, MT",-113.979164,48.496218,WGL
995,Platform only (no shelter),TRAIN,12887,NY,Whitehall,154 Main Street,"Whitehall, NY",-73.403207,43.554694,WHL
998,Platform only (no shelter),TRAIN,98673,WA,Wishram,1 Railroad Avenue,"Wichita, KS",-120.966142,45.657669,WIH
999,Station Building (with waiting room),TRAIN,19801,DE,Wilmington,100 South French Street,Wilmington,-75.551095,39.737263,WIL
1000,Platform with Shelter,TRAIN,55987,MN,Winona,65 East Mark Street,Winona,-91.640073,44.044404,WIN
1001,Platform with Shelter,TRAIN,80442,CO,Fraser,205 Fraser Avenue,"Wisconsin Dells, WI",-105.817388,39.947566,WIP
1006,Station Building (with waiting room),TRAIN,27893,NC,Wilson,401 East Nash Street,"Willmar, MN",-77.908029,35.723135,WLN
1007,Platform with Shelter,TRAIN,86047,AZ,Winslow,303 East Second Street (Route 66),"Waterloo, IA",-110.694981,35.021666,WLO
1008,Platform with Shelter,TRAIN,2891,RI,Westerly,14 Railroad Avenue,Westerly,-71.82978,41.381081,WLY
1009,Station Building (with waiting room),TRAIN,86046,AZ,Williams,233 North Grand Canyon Blvd,Grand Canyon Railway Depot,-112.190106,35.25195,WMA
1013,Platform with Shelter,TRAIN,6095,CT,Windsor,41 Central Street,"Windham, CT",-72.642253,41.852013,WND
1014,Platform with Shelter,TRAIN,6096,CT,Windsor Locks,South Main Street at Stanton Road,Windsor Locks,-72.626101,41.913956,WNL
1015,Platform only (no shelter),TRAIN,5089,VT,Windsor,26 Depot Avenue,"Winslow, AZ",-72.384985,43.479908,WNM
1016,Platform with Shelter,TRAIN,89445,NV,Winnemucca,209 Railroad Street,Winnemucca,-117.73221,40.969044,WNN
1017,Station Building (with waiting room),TRAIN,72476,AR,Walnut Ridge,109 Southwest Front Street,"Warner Robins, GA",-90.956766,36.06766,WNR
1020,Station Building (with waiting room),TRAIN,1801,MA,Woburn,100 Atlantic Avenue,"Woodbridge, VA",-71.143823,42.517358,WOB
1021,Station Building (with waiting room),TRAIN,1604,MA,Worcester,2 Washington Square,Union Station,-71.794812,42.261478,WOR
1022,Station Building (with waiting room),TRAIN,33401,FL,West Palm Beach,209 South Tamarind Avenue,West Palm Beach,-80.062184,26.712554,WPB
1023,Station Building (with waiting room),TRAIN,32789,FL,Winter Park,148 West Morse Boulevard,"Winter Park, FL",-81.351993,28.597099,WPK
1024,Platform with Shelter,TRAIN,80402,CO,Winter Park,85 Parsenn Road,Winter Park Resort Trn Platform,-105.763245,39.887584,WPR
1026,Station Building (with waiting room),TRAIN,59201,MT,Wolf Point,320 Front Street,"Westport, WA",-105.642736,48.091672,WPT
1027,Station Building (with waiting room),TRAIN,5001,VT,White River Junction,102 Railroad Row,White River Junction,-72.317272,43.647785,WRJ
1029,Station Building (with waiting room),TRAIN,6498,CT,Westbrook,101 Norris Avenue,"Williamsburg, VA",-72.448,41.288787,WSB
1031,Station Building (with waiting room),TRAIN,12993,NY,Westport,6705 Main Street,Westport,-73.451773,44.187288,WSP
1032,Platform with Shelter,TRAIN,24986,WV,White Sulphur Springs,315 West Main Street,"White Sulphur Springs, WV",-80.304004,37.786443,WSS
1035,Station Building (with waiting room),TRAIN,33880,FL,Winter Haven,1800 7th Street SW,"Winter Haven, FL",-81.734878,28.002146,WTH
1036,Station Building (with waiting room),TRAIN,46793,IN,Waterloo,485 West Van Vleek Street,"Waterloo, IN",-85.024298,41.431816,WTI
1037,Station Building (with waiting room),TRAIN,58801,ND,Williston,1 South Main Street,"Williston, ND",-103.620926,48.143,WTN
1041,Platform with Shelter,TRAIN,39194,MS,Yazoo City,West Broadway (SR149) & North Water Street,"Yazoo City, MS",-90.41523,32.848477,YAZ
1043,Platform with Shelter,TRAIN,29945,SC,Yemassee,15 Wall Street,"Yemassee, SC",-80.846901,32.688286,YEM
1044,Station Building (with waiting room),TRAIN,10701,NY,Yonkers,5 Buena Vista Avenue,Yonkers,-73.902263,40.935586,YNY
1053,Platform only (no shelter),TRAIN,85364,AZ,Yuma,281 Gila Street,Yuma,-114.615571,32.723139,YUM
